title,text,keywords,segment,date,url
Kongsberg Maritime and Torghatten to develop self-driving ferry service linking Trondheim and the Fosen peninsula,"Kongsberg Maritime and Torghatten to develop self-driving ferry service linking Trondheim and the Fosen peninsula The strategic collaboration will see Kongsberg Maritime technologies installed on the ferries, including auto docking, auto crossing, collision avoidance and situational awareness capabilities. 16 May 2024 Norwegian ferry operator Torghatten and Kongsberg Maritime have entered into a contract for the development of a system for self-driving ferries on the Flakk-Rørvik route. The car ferry service operation is part of the Norwegian highway network – County Road 715 - and connects the city of Trondheim with communities on the Fosen peninsula. ""The ferry industry has several challenges where autonomous processes can be part of the solution. Self-driving ferries can help increase safety and punctuality, reduce energy consumption, and take over routine tasks from the crew"" Jan-Egil Wagnild Technology Director, Torghatten Midt The strategic collaboration between the two companies will see Kongsberg Maritime technologies installed on the ferries, including its auto docking, auto crossing, collision avoidance and situational awareness capabilities. The new systems will aim to reduce fuel consumption, improve safety and punctuality, and optimise the staffing on ferries, in accordance with maritime regulations. Torghatten’s Technology Director, Jan-Egil Wagnild, said: “The ferry industry has several challenges where autonomous processes can be part of the solution. Self-driving ferries can help increase safety and punctuality, reduce energy consumption, and take over routine tasks from the crew, who can then spend their attention on the sea instead of on the dashboard and navigation controls. From left: Torghatten’s Technology Director, Jan-Egil Wagnild, Bjørn Jalving, Kongsberg Maritime, Chief Technology Officer and Roger Trinterud, Chief Growth Officer, Massterly. “We have several industrial environments in Norway that are at the forefront internationally in the field of maritime autonomy. Now there’s another platform where the key players can test new technologies in operational conditions and commercialise these solutions.” Addressing the shortage of seafarers, Wagnild adds: “At the same time, recruitment in our industry is generally far too weak, and we all struggle to get hold of enough people.” Mariann Grønseth, Managing Director of Torghatten Midt, points to a growing demand for digital technology in the industry. She says: “Autonomous solutions can help increase safety and operational efficiency. In addition, autonomy can be a natural step forward to give the crew additional support systems to improve their everyday working life.” ""The basic technology is already in place with us, but for it to be optimised and further developed, we are dependent on rolling it out on commercial vessels and building an industry around what can be commercialised for a global market"" Pål André Eriksen Senior Vice President, Remote & Autonomous Solutions, Kongsberg Maritime Through successful demonstrations of its remote and autonomous technologies on several pilot projects, Kongsberg Maritime has already proved that remote and autonomous technologies are applicable to coastal or inland waterway vessel types. Pål André Eriksen, Kongsberg Maritime, Senior Vice President, Remote & Autonomous Solutions, adds: “The basic technology is already in place with us, but for it to be optimised and further developed, we are dependent on rolling it out on commercial vessels and building an industry around what can be commercialised for a global market. “We are very optimistic about this project and look forward to it giving a positive boost to the maritime authorities' work to adapt the regulations. This will facilitate a smoother development of the autonomy industry in Norway and create new opportunities for growth and innovation also beyond Norway's borders”. KONGSBERG is a world leader in the development of autonomous vessels, through its role as a partner or technology leader in a range of autonomy projects. These new technologies can make shipping safer, more efficient and create new and exciting possibilities for maritime operations and careers on land and at sea. Autonomous maritime solutions can contribute to environmental sustainability and reduce costs. They can optimise routes, navigation, cargo handling while reducing energy consumption and greenhouse gas emissions. For more information, please contact: Craig Taylor Senior Manager PR & Communications (+44) 774 9584 285",,,16 May 2024,https://www.kongsberg.com/maritime/news-and-events/news-archive/2024/kongsberg-maritime-torghatten-self-driving-ferry-service/
Kongsberg Maritime announces energy-efficient upgrade for Solstad’s Normand Sentinel,"Kongsberg Maritime announces energy-efficient upgrade for Solstad’s Normand Sentinel Kongsberg Maritime will install RD-AZ2600 rim-drive thrusters for anticipated energy savings of up to 16% during transits and up to 40% in DP mode. 22 May 2024 Kongsberg Maritime is proud to announce a significant upgrade to Solstad’s Normand Sentinel , one of its most prominent subsea construction vessels. This upgrade will see the vessel transition to Kongsberg Maritime’s state-of-the-art electric rim-drive azimuth thrusters, marking a milestone in maritime energy efficiency. The Normand Sentinel , measuring 143 metres in length and boasting years of reliable service, is set to receive this upgrade during its next scheduled drydocking. The vessel’s current AZP 120 CP mechanical thrusters will be replaced with the cutting-edge RD-AZ2600 rim-drive thrusters from Kongsberg Maritime. ""The anticipated energy savings, particularly in DP mode, will ensure the vessel remains a preferred choice in the market"" James Poulton SVP Aftermarket Sales, Kongsberg Maritime “This strategic move supports the green shift by significantly reducing fuel consumption. Additionally, the technology improves the vessel's operability and capacity, while reducing the maintenance scope. This aligns with Solstad's continuous commitment to reduce emissions,” said Tor Johan Tveit, Chief Operating Officer, Solstad. Kongsberg Maritime’s detailed examination of the vessel’s operations revealed that by adopting rim-drive azimuth thrusters, the Normand Sentinel can achieve dramatic energy savings. James Poulton, SVP Aftermarket Sales at Kongsberg Maritime, said: “This change is not just a technical enhancement but a strategic move towards sustainability, promising energy savings of up to 16% during transit operations and a significant 40% in Dynamic Positioning (DP) mode. “Solstad’s investment in this ten-year-old vessel is a bold statement of their commitment to providing energy-efficient and environmentally friendly maritime solutions. The anticipated energy savings, particularly in DP mode, will ensure the vessel remains a preferred choice in the market.” “The upcoming upgrade of the Normand Sentinel is a testament to Kongsberg Maritime’s progressive approach, actively embracing technological advancements and innovation for a greener maritime industry,” added Poulton. ""The innovative rim-drive technology simplifies the propulsion system by minimising the number of mechanical components, which in turn reduces the frequency and complexity of maintenance interventions"" In addition to the energy savings, the transition to rim-drive thrusters will lead to a significant reduction in maintenance costs for Solstad. The innovative rim-drive technology simplifies the propulsion system by minimising the number of mechanical components, which in turn reduces the frequency and complexity of maintenance interventions. This not only enhances the operational efficiency of the Normand Sentinel but also contributes to a lower total cost of ownership, reinforcing Kongsberg Maritime’s commitment to providing cost-effective and sustainable solutions in the maritime industry. The retrofit process is meticulously planned to be as efficient as possible, requiring no significant modifications to the vessel’s hull and not extending the standard drydocking period. The mechanical interface will be removed, but the existing equipment within the hull will be utilised, allowing the new rim-drive thrusters to integrate seamlessly with the existing steering gear. Less fuel, less maintenance Find out how our Rim Drive Azimuth Thrusters save on fuel and maintenance costs Rim Drive Azimuth Thruster In November 2023, Kongsberg Maritime and Solstad reinforced their partnership by signing a collaboration agreement focused on decarbonisation initiatives. This agreement underscores both companies’ dedication to enhancing fuel efficiency and reducing greenhouse gas emissions across Solstad’s fleet. Additionally, the partnership will explore the integration of innovative digital technologies to further improve operational efficiency. Solstad operates a fleet of around 40 state-of-the-art ships worldwide, all featuring Kongsberg Maritime equipment. This fleet positions Solstad as one of the global leaders in offshore shipping. For more information, please contact: Craig Taylor Senior Manager PR & Communications (+44) 774 9584 285",,,22 May 2024,https://www.kongsberg.com/maritime/news-and-events/news-archive/2024/solstad-normand-sentinel-rim-drive-thrusters-energy-efficiency/
Kongsberg Maritime to supply Kamewa waterjets for 17 Jurmo-class landing craft for the Finnish Navy,"Kongsberg Maritime to supply Kamewa waterjets for 17 Jurmo-class landing craft for the Finnish Navy Finnish boat builder Marine Alutech has selected Kongsberg Maritime’s Kamewa waterjets for 17 new landing craft it is building for the Finnish Navy 13 September 2023 Photo: @Kongsberg Maritime DSEI, London, 13 September 2023 – Specialists in aluminium vessel construction, Marine Alutech first developed the Watercat® M12 Jurmo-class landing craft in the 1990s. Capable of speeds exceeding 35 knots, the fast and agile 14-metre craft will be equipped with a pair of Kongsberg Kamewa FF375 aluminium waterjets and a compact Jet Control System. The FF375 waterjets for this project will feature a customised inlet duct, to enable new craft to match the performance characteristics of the original Jurmo-class, introduced with the Finnish Navy more than 20 years ago. Since the first Jurmo-class was delivered, Kongsberg’s waterjets and control systems have evolved significantly. These new landing craft will feature the electronic Jet Control System, rather than the original mechanical-hydraulic system. The Watercat® M12 Jurmo-class landing craft – photo credit Marine Alutech Niko Haro, CEO, Marine Alutech, said: “Our long-term cooperation with Kongsberg Kamewa waterjets has proven again the importance of close partnership when selling new vessels. A thorough understanding of customer requirements and technical solutions contributes to the performance, life-cycle efficiency, and sustainability. These are values which Marine Alutech and Kongsberg Maritime Finland have shared together in over 400 deliveries to customers worldwide. The Jurmo-class has a low draft meaning it is suited to amphibious assaults in shallow waters, and thanks to the Kamewa waterjet reversing system, it can come to a complete stop, from its top speed of over 35 knots, in just one ship length “With the Finnish Navy, cooperation has continued over three decades with over 100 vessels delivered, of which Watercat® M12 class alone accounts for more than 50 units. Latest developments now include improvements to the vessel’s control system and user interface, which is expected also to create even higher reliability in the harsh conditions of the Baltic Sea region”. Magnus Fahlén, Senior Vice President – Waterjets, at Kongsberg Maritime, said: “Kongsberg Maritime is once again proud to be supplying our highly-efficient waterjets to Marine Alutech. We’ve worked with the company for more than 30 years as they have evolved into one of the leading builders of fast, agile military and specialist craft. The Jurmo-class has a proven track record with the Finnish Navy, and this latest order for 17 will bolster the capabilities of its coastal armed forces”. The agreement was signed at DSEI 2023, London. From left: Masi Määttälä, Sales Manager, Waterjets, Kongsberg Maritime; Nico Haro, CEO, Marine Alutech; and Espen Liset, SVP Sales & Marketing, Kongsberg Maritime The Jurmo-class has a low draft meaning it is suited to amphibious assaults in shallow waters, and thanks to the Kamewa waterjet reversing system, it can come to a complete stop, from its top speed of over 35 knots, in just one ship length. The compact Jet Control System provides accurate and reliable operation of the waterjet hydraulic valves using integrated feedback signals. The system together with waterjet propulsors provide smooth operation for steering and reversing, with engine throttle and clutch signals handled by external devices. Kamewa aluminium series waterjets cover the power range between 100 and 2000 kW. Typical applications include naval craft, search and rescue boats, pilot boats, work boats and pleasure boats. More than 1500 FF375 waterjets have been supplied to customers around the world. For further information, please contact: Craig Taylor Senior Manager PR & Communications (+44) 774 9584 285",,,13 September 2023,https://www.kongsberg.com/maritime/news-and-events/news-archive/2023/kongsberg-kamewa-waterjets-finnish-navy-landing-craft/
KONGSBERG to provide science equipment for Germany’s new ocean research vessel,"KONGSBERG to provide science equipment for Germany’s new ocean research vessel Germany’s new 125-metre ocean research vessel Meteor IV will feature a range of technology from KONGSBERG. Meteor IV is to be launched in 2026 and it will contribute to national and international marine science, particularly in the areas of climate and environmental research. 10 October 2023 KONGSBERG will provide scientific sensors and scientific handling equipment for Germany’s new ocean research vessel, the 125-metre Meteor IV . The new 10,000GT vessel will be able to house 35 scientists plus 36 crew. Meteor IV will be built by MeyerFassmer Spezialschiffbau (MFSB) for the German Federal Ministry of Education and Research. The vessel, due for delivery in 2026, replaces existing research vessels Meteor and Poseidon . “A top priority of marine scientists is to map the entire seafloor by 2030, an enormous task that will require instruments and equipment with extremely precise calibration.” Stene Førsund Executive Vice President, Sales and Marketing, Kongsberg Discovery “We need to build a better understanding of our changing climate and the effect it has on the marine environment to protect our oceans and future generations, Ocean research is now recognised as critical to our understanding of climate change, as well as a host of conservation issues,” said Executive Vice President Stene Førsund, Sales and Marketing, Kongsberg Discovery. “A top priority of marine scientists is to map the entire seafloor by 2030, an enormous task that will require instruments and equipment with extremely precise calibration.” Kongsberg Discovery will supply Meteor IV with the EM 124 and EM 712 multibeam echo sounders, used for seabed mapping at various depths. Kongsberg Discovery will also provide the Seapath 380 with Motion Gyro Compass (MGC) R3, whose sensors use GNSS signals and inertial measurements. These combine with the EM series of echo sounders to create an exact picture of the seabed. To monitor ecosystems and marine life, Meteor IV will use Kongsberg Discovery’s EK80, a high-precision scientific echo sounder with acoustic doppler current profiler capability, which may be used to measure the velocity of fish in a water column. The EK80 measures speed and direction of currents in a water column, which helps researchers understand how organisms, nutrients, and other biological and chemical constituents are transported through the ocean. Kongsberg Maritime will supply a complete integrated scientific handling system for Meteor IV , enabling safe and efficient operations with cables and ropes up to 12,000 metres in length. The scientific winch system comprises two direct pull winches, two conventional twin drum traction winch systems and a third traction winch system, which includes Kongsberg Maritime’s field-proven cable traction control unit (CTCU) for superior performance with synthetic fibre rope. The delivery also includes overboard handling units; a stern A-frame, two handling beams, and a corer handling system, as well as cranes. The control system, fully developed and maintained in-house by Kongsberg Maritime, features the proprietary predictive active heave compensation (AHC) algorithm providing accurate winch system response matched to vessel motion, by aid of Kongsberg Discovery’s motion reference unit (MRU). Meteor IV is designed for worldwide multifunctional and interdisciplinary research, with a focus on the Atlantic Ocean. The new vessel will make important contributions to national and international marine science, particularly in the areas of climate and environmental research. For more information, please contact: Henning Langlete Director Marketing & Communication +47 93 21 86 00 Craig Taylor Senior Manager PR & Communications (+44) 774 9584 285",,,10 October 2023,https://www.kongsberg.com/maritime/news-and-events/news-archive/2023/kongsberg-meteor-iv-research-vessel/
KONGSBERG awarded framework agreement for the maintenance of Norwegian frigates worth up to NOK 17 billion,"EN NO KONGSBERG awarded framework agreement for the maintenance of Norwegian frigates worth up to NOK 17 billion Kongsberg Naval Services (KONGSBERG), a company owned by Kongsberg Maritime and Kongsberg Defence & Aerospace, has been awarded a strategic framework agreement with the Norwegian Defence Material Agency for operational support, maintenance and life-extending services on Norway's frigates. The agreement has a total value of up to NOK 17 billion for services delivered over the lifetime of the agreement - assumed to be up to 2040. 04 Dec 2023 KONGSBERG has been selected as the main supplier for carrying out management and ship technical maintenance, modifications and life-extending activities on Norway’s Fridtjof Nansen-class frigates. “Together with our strong Norwegian suppliers, we can offer efficient and sustainable maintenance services to strengthen the Armed Forces' operational capability and preparedness, and at the same time provide support to Norway’s allied forces,” said Geir Håøy, President and CEO of Kongsberg Gruppen. KONGSBERG will coordinate activities with partners through integrated and long-term cooperation with the Norwegian Armed Forces and the Norwegian Defence Material Agency. The company has formed a constellation consisting of the shipyards Westcon Yards and Coast Center Base (CCB), as well as WilNor Governmental Services (WGS) and Wilhelmsen Ship Management (WSM). KONGSBERG also has a cooperation agreement with Navantia to ensure support services from the shipyard that originally built the ships. “Maritime industry, defence technology and digitization are KONGSBERG's main pillars. In this framework agreement with the Norwegian Armed Forces, these are united to optimize operations and increase technical availability for the Norwegian frigates throughout their lifetime, while at the same time facilitating predictable operating and maintenance costs,” said Håøy. Kongsberg Naval Services (KNS) has been established for the purpose of delivering maintenance services as described in the contract with the Norwegian Defence Material Agency (NDMA). The company is owned 50 percent each by Kongsberg Maritime and Kongsberg Defence & Aerospace. The contract between NDMA and KNS is expected to be signed later in December 2023. Photo: Norwegian Armed Forces KONGSBERG ASA Ronny Lie, Group Vice President and Chief Communication Officer +47 91 61 07 98 Ivar Simensen Vice President Communication, Kongsberg Defence & Aerospace +4746402317",Frigate|Nansen|maritime|Kongsberg Maritime|Kongsberg Defence & Aerospace,,,https://www.kongsberg.com/maritime/news-and-events/news-archive/2023/kongsberg-awarded-framework-agreement-for-the-maintenance-of-norwegian-frigates-worth-up-to-nok-17-billion/
Kongsberg Maritime secures contract to supply propeller systems to Damen Naval for four Anti-Submarine Warfare frigates,"Kongsberg Maritime secures contract to supply propeller systems to Damen Naval for four Anti-Submarine Warfare frigates Kongsberg Maritime will supply four shipsets of its controllable pitch propeller systems and associated equipment, including shaftlines. It is the second collaboration between Damen Naval and Kongsberg Maritime in the past 18 months. 18 April 2024 Kongsberg Maritime has been selected to supply controllable pitch propellers and shaft lines to ship builder Damen Naval for a series of four Anti-Submarine Warfare (ASW) frigates. The new ASW frigates are being built for the Netherlands and Belgium and will replace the current Karel Doorman-class multi-purpose frigates. They will be deployed for a wide variety of tasks, with anti-submarine warfare as their main purpose. The ships will have hybrid diesel-electric propulsion and will be designed to operate as quietly as possible. The first ship is expected to be delivered by Damen Naval in 2028. The contract was signed at the Damen Naval head office in Vlissingen. From left: Wieb Hoogerwerf (Procurement Department, Damen Naval); Jan de Vries (Deputy Director, Projects, Damen Naval); Björn ten Eicken (Vice President – Naval Kongsberg Maritime); and Maria Bergsman (Director, Naval Sales, Kongsberg Maritime). As part of this contract, Kongsberg Maritime will supply four shipsets of its controllable pitch propeller systems and associated equipment including blades, hubcaps, hubs, and shaft lines. ""This is the second collaboration between Damen Naval and Kongsberg Maritime in the past 18 months, and follows a similar contract signed by the companies in September 2022 for the German navy’s F126 frigates"" This is the second collaboration between Damen Naval and Kongsberg Maritime in the past 18 months, and follows a similar contract signed by the companies in September 2022 for the German navy’s F126 frigates. “It is great news to have Kongsberg Maritime involved in the ASWF project as well,” says Damen Naval Director Corporate Strategy and Innovation Richard Keulen. “We have a long-standing relationship with the company, and it is a good example of the excellent co-operation that exists between the Dutch and Swedish naval shipbuilding industries.” The new frigates are for the Dutch and Belgian navies, replacing the Karel Doorman-class frigates, with the first vessel to be delivered in 2028 Björn ten Eicken, Vice President – Naval, Kongsberg Maritime, added: “Kongsberg Maritime is proud to have been selected as a partner for this significant Damen Naval frigate programme. The propulsion system for the new frigates has been optimised to match the customers’ strict mission requirements, particularly for noise signature, which is a crucial factor in anti-submarine warfare operations.” For more information, please contact: Craig Taylor Senior Manager PR & Communications (+44) 774 9584 285",,,18 April 2024,https://www.kongsberg.com/maritime/news-and-events/news-archive/2024/propeller-systems-damen-naval-anti-submarine-frigates/
KONGSBERG signs agreement to sell its steering gear and rudder business to Norvestor,"KONGSBERG signs agreement to sell its steering gear and rudder business to Norvestor KONGSBERG has signed an agreement to sell its steering gear and rudder business to a fund managed by the Nordic private equity firm Norvestor 02 Sep 2024 KONGSBERG has signed an agreement to sell its steering gear and rudder business, currently part of the Propulsion and Handling division in Kongsberg Maritime. This is in line with Kongsberg Maritime’s strategy towards decarbonisation of shipping with its integrated systems and increased focus on electrification and digitalisation of the entire product portfolio. “We are very pleased to have reached an agreement with Norvestor, divesting our steering gear and rudder business. This is a solid business with a long heritage, high-quality products, and established market positions which we believe will continue to develop well under new ownership, and we look forward to a fruitful cooperation in the future,” says Per Håvard Siljan Hjukse, EVP Propulsion & Handling, Kongsberg Maritime. The transaction includes a global operation with end-to-end capabilities in both new-sale and aftermarket for steering gears and rudders. In 2023, the business generated revenues of approximately NOK 850 million with margins similar to that of Kongsberg Maritime on a pro-forma stand-alone basis. The agreement entails a commitment between the parties to cooperate to bring high-quality and competitive steering gear and rudder solutions to its customers world-wide.The transaction is expected to be completed no later than Q1 2025. Ronny Lie Chief Communication Officer, Kongsberg Gruppen ASA (+47) 91 61 07 98",,,,https://www.kongsberg.com/maritime/news-and-events/news-archive/2024/kongsberg-signs-agreement-to-sell-its-steering-gear-and-rudder-business-to--norvestor/
Kongsberg Maritime and G-jet s.r.l. partner to enhance waterjets support in yacht segment,"Kongsberg Maritime and G-jet s.r.l. partner to enhance waterjets support in yacht segment Kongsberg Maritime has signed a service representation agreement with G-jet s.r.l., a leading service provider in the yacht segment and part of the V610 AG group. The agreement aims to strengthen customer support for Kongsberg Maritime’s Kamewa waterjets, ensuring yacht customers receive the highest level of service and expertise. 25 February 2025 Text: Global Sales and Marketing Photo: ©Overmarine Group “We are proud to establish this partnership with Kongsberg Maritime, a global leader in marine technology and innovation. G-jet, part of V610 AG group , is dedicated to delivering exceptional service and solutions tailored to our customers’ needs. This agreement reflects our ongoing commitment to constant improvement, ensuring we meet and exceed the expectations of waterjet clients in the yacht segment. Together with Kongsberg Maritime, we are ready to raise the bar for customer support and operational excellence in the industry,” said Folena Giulio, CEO of V610 AG. Mateusz Stępkowski, Vice President-Waterjets, Global Customer Support at Kongsberg Maritime, added, ""G-jet has a long-established reputation for delivering exceptional service and support to yacht customers, characterised by their outstanding responsiveness and dedication to customer satisfaction. Their proven track record and solid market position make them an ideal partner for us as we seek to enhance our offerings in the yacht segment. Together, we have a unique set of competencies to exceed customers' needs."" Kongsberg Maritime's Kamewa waterjet range offers superior manoeuvrability, high efficiency, and reduced noise and vibration levels, making them ideal for various marine applications, including high-speed vessels and luxury yachts. Available in both aluminium and steel series, Kongsberg's waterjets provide exceptional durability and performance, catering to diverse operational requirements. G-jet is a leading name in the yacht propulsion system maintenance sector. The company specialises in mechanical and electronic services for Kongsberg Kamewa waterjets, ensuring timely and reliable support for routine maintenance, emergency repairs, and spare parts. Kamewa waterjet range Waterjets Aluminium waterjets Steel waterjets For more information, please contact: Craig Taylor Senior Manager PR & Communications (+44) 774 9584 285",Yacht; Kamewa; waterjets,,25 February 2025,https://www.kongsberg.com/maritime/news-and-events/news-archive/2025/kongsberg-maritime-and-g-jet-s.r.l.-partner-to-enhance-waterjets-support-in-yacht-segment
Kongsberg onboard with NOAA for latest research vessels,"Kongsberg onboard with NOAA for latest research vessels Kongsberg Maritime’s contract, worth US$11.25 million for the two vessels, will see the delivery of an integrated scientific handling system for operations with cables up to 5,000 metres in length. There is an option to supply two further vessels. 13 November 2024 Kongsberg Discovery and Kongsberg Maritime have been chosen as the exclusive suppliers of marine scientific equipment, oceanographic handling systems and deck machinery for two new National Oceanic and Atmospheric Administration (NOAA) charting and mapping vessels, the Surveyor and Navigator. The vessels are being constructed by Thoma-Sea Marine Constructors, a leading shipbuilding company based in Louisiana, USA. The ships feature an advanced array of technology from Kongsberg Discovery to map, monitor and safeguard the marine environment, supporting mariners, commerce, and aquatic life. Kongsberg Maritime's state-of-the-art oceanographic handling, anchoring and mooring systems is incorporated into the design of the new vessels to enhance their operational efficiency and performance. Mission critical role With launch dates of 2027 and 2028, the Surveyor and Navigator (contracted at a combined value of US$624.6 million) mark the next generation of NOAA multi-mission platforms, with a primary mission of hydrography utilising the latest technology for mapping and characterising the United States Economic Zone. Kongsberg Discovery has a key role to play. Kongsberg Discovery US, the US office of the Norwegian technology company Kongsberg Discovery A/S is delivering an integrated package of solutions, including state-of-the-art sonars for high-resolution ocean mapping from coastal waters to full ocean depth: EM 2040 and EM 304 multibeam echo sounders, SBP 29 sub-bottom profilers, and EK 80 split beam echo sounders.  When used together, these systems provide the ability to collect high-quality bathymetry and seabed backscatter, deep penetration high-resolution sub-seabed structure; and water column structure and calibrated backscatter, which allows for the study of physical phenomena, biomass concentration and migration, as well as detect seafloor gaseous anomalies like methane seeps. Unlocking ambition “It is truly an honour to be selected for these trailblazing ships, which will have such an important role in serving the nation for decades to come,” comments Meme Lobecker, Technical Sales Manager, Kongsberg Discovery. “Our technology has been developed to deliver outstanding results in the most demanding conditions, unlocking true understanding of the ocean depths for the good of society, security, and the environment. As such, this contract encapsulates the core of our purpose, demonstrating how Kongsberg Discovery innovations help customers meet their most ambitious objectives. We’re delighted to have been chosen as a trusted scientific supplier and integrator by both NOAA and the team at Thoma-Sea Marine Constructors.” Significant project Kongsberg Maritime’s contract, worth 123m NOK (US$11.25m) for the two ship-program, signed with Thoma-Sea, includes an option to supply two further vessels. The supply contract will see the delivery of a complete integrated scientific handling system enabling safe and efficient operations with cables up to 5,000 meters in length. The scientific winch system comprises two Hydrographic winches, one Brailing winch, and a comprehensive arrangement of sheaves for cable routing between units. The delivery also includes overboard handling units: one Stern A-frame and one CTD Handling Gear, including a common Hydraulic Power Unit (HPU), as well as Main- and Stores Cranes. The control system, fully developed and maintained in-house by KONGSBERG, features KONGSBERG’s proprietary predictive active heave compensation (AHC) algorithm providing accurate winch system response matched to vessel motion, by aid of KONGSBERG’s motion reference unit (MRU). Kongsberg Maritime is also supplying the anchoring and mooring systems for both vessels. “We are delighted to have been selected by NOAA and Thoma-Sea Marine Constructors for this significant project”, said Aileen Kehoe, VP Sales – Special Vessels – Navy, at Kongsberg Maritime. “Kongsberg Maritime supplies a wide range of mission-critical technology to many of the world’s most advanced oceanographic research ships, and we’re delighted to have been selected for these two latest vessels which will carry out essential scientific research duties for the USA”. Future focus Once operational, the ships will primarily focus on ocean mapping and nautical charting, acquiring, and processing large data sets to help mariners navigate US ports and harbours. Further missions will include collecting data for oceanographic monitoring, research, and modeling activities, while supporting coastal resource management and the nation’s blue economy. “Creating the nation’s nautical charts is one of NOAA’s oldest responsibilities,” said Sin Suen, program manager for NOAA Marine and Aviation Operations. “These new vessels will carry on that mission and having the latest technology and systems aboard is critical to their success.” Kongsberg Discovery launched as a standalone business in April 2023, building on decades of experience within KONGSBERG to create a market leader focusing exclusively on cutting-edge underwater robotics and sensor technology. For more information, please contact: Craig Taylor Senior Manager PR & Communications (+44) 774 9584 285",,,13 November 2024,https://www.kongsberg.com/maritime/news-and-events/news-archive/2024/kongsberg-onboard-with-noaa-for-latest-research-vessels/
Q1 2024: 26 per cent growth and EBIT of NOK 1.46 billion in the quarter,"Q1 2024: 26 per cent growth and EBIT of NOK 1.46 billion in the quarter In the first quarter of 2024, KONGSBERG maintained its positive trend by achieving growth, solid financial results, and a robust order intake. Book/bill above 1 in all business areas continues to grow the order backlog, which increased to NOK 90.2 billion. 30 Apr 2024 “We’ve achieved a quarter of growth and strong results. Our key performance indicators have progressed as anticipated, and our strong order intake and expanding order backlog provide a solid basis for ongoing positive momentum in the years ahead,” says Geir Håøy, President and CEO of KONGSBERG. Strong growth across all business areas Order backlog grows, and missile capacity is further expanded Sustainability and safety are main drivers Will continue to grow and deliver solid results Order intake in the first quarter of 2024 was BNOK 12.7, equivalent to a book/bill of 1.11. Revenue was BNOK 11.45 compared to BNOK 9.09 in the first quarter of 2023, an increase of 26%. EBITDA was BNOK 1.82, up from BNOK 1.36 in the first quarter of 2023 and the EBITDA margin was 15.9% against 14.9% in the first quarter of 2023. EBIT was BNOK 1.46, up from BNOK 1.02 in the first quarter of 2023 and the EBIT margin was 12.8%, up from 11.2% in the first quarter of 2023. Strong growth across all business areas There was solid growth in all business areas in the first quarter compared to the corresponding quarter in 2023. Growth was highest in Kongsberg Maritime and Kongsberg Defence & Aerospace , which increased operating revenues by MNOK 778 and MNOK 1 394. There was also solid growth in Kongsberg Discovery and Kongsberg Digital , which increased operating revenues by 16 per cent and 34 per cent respectively. In total, KONGSBERG signed orders worth more than BNOK 12.7 in the first quarter and increased the order backlog to BNOK 90.2. All business areas delivered book/bill above 1 and increased their order backlog in the quarter. Order backlog continues to grow and missile capacity is further expanded The missile division in Kongsberg Defence & Aerospace, which has an order backlog of BNOK 35, will during the second quarter commence transfer of production to new and modern facilities. In March, KONGSBERG announced that an additional MNOK 640 will be invested in increased production capacity for missiles. The investment is supported by both the Norwegian authorities and the EU's ASAP programme, which contribute MNOK 200 and MEUR 10 respectively of the investment. Download Q1 2024 report here Please download our Quarterly Report Q1 2024 (Norwegian/English) by clicking on the links below: Download Q1 2024 Report (ENG) Last ned Q1 2024 Rapport (NOR) The missile division in Kongsberg Defence & Aerospace, which has an order backlog of MNOK 35, will during the second quarter commence transfer of production to new and modern facilities. In March, KONGSBERG announced that an additional MNOK 640 will be invested in increased production capacity for missiles. The investment is supported by both the Norwegian authorities and the EU's ASAP programme, which contribute MNOK 200 and MEUR 10 respectively of the investment. The main drivers are sustainability and safety KONGSBERG is exposed to sustainability and safety in all business areas. ""At the same time as the world need more security, we will in collaboration solve significant climate challenges. The transition to environment-friendly energy and more efficient energy utilisation are key factors. We invest significant resources in, and experience great demand for, systems and products from our business areas that can help solve several of these challenges, which is reflected in a record high order backlog. This makes me confident that we will continue our growth and deliver solid results in 2024,"" concludes Håøy. Letter to Stakeholders: Provides solutions to global challenges 2024 carries on from where we left off last year, with high activity and efficient project execution. The global landscape remains tumultuous and uncertain, with security and sustainability taking center stage on the international agenda. Our customers acknowledge KONGSBERG as a key contributor, offering solutions to address the world’s pressing challenges. Read more here Ronny Lie Chief Communication Officer, Kongsberg Gruppen ASA (+47) 91 61 07 98 Jan Erik Hoff Group Vice President, Investor Relations, Kongsberg Gruppen ASA (+47) 99 11 19 16",Kongsberg Gruppen|KONGSBERG|Kongsberg Defence & Aerospace|Kongsberg Discovery|Kongsberg Digital|Kongsberg Maritime|1st quarter 2024|Q1|Kongsberg group|Growth|Solid results|Order intake|Book-to-bill ratio|Order backlog|CEO Geir Håøy|Geir Håøy|Missile capacity|Sustainability|Security|Positive development|operating revenues|EBITDA|EBITDA margin|EBIT|EBIT margin|Offshore energy production|Green energy transition|NASAMS|Annual General Meeting|Investment|Missile production|Long-term incentive program|Net zero emissions|Climate challenges|Market drivers|Positive trend|Record-high order backlog|Efficient energy utilization|Market segments,,,https://www.kongsberg.com/maritime/news-and-events/news-archive/2024/q1-2024-26-per-cent-growth-and-ebit-of-nok-1.46-billion-in-the-quarter
